,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
732,OVBC,Ohio Valley Banc Corp.,114.56M,-1.84%,5469,55.28M
733,PGSS,Pegasus Digital Mobility Acquisition Corp.,114.01M,-,321,-
734,CBFV,"CB Financial Services, Inc.",113.65M,-,16,54.22M
735,BYNO,byNordic Acquisition Corporation,113.45M,-0.18%,4,-
736,COOL,Corner Growth Acquisition Corp.,113.38M,-,1,-
737,MRBK,Meridian Corporation,112.39M,2.04%,6274,99.43M
738,CDAQ,Compass Digital Acquisition Corp.,112.19M,-,100,-
739,FXNC,First National Corporation,111.73M,-,68,55.98M
740,SHAP,Spree Acquisition Corp. 1 Limited,111.09M,-0.18%,275,-
741,PFTA,Perception Capital Corp. III,111.05M,0.09%,10250,-
742,CITE,Cartica Acquisition Corp,110.61M,0.09%,339,-
743,LARK,"Landmark Bancorp, Inc.",110.54M,0.81%,430,57.78M
744,SSSS,SuRo Capital Corp.,110.29M,0.18%,20639,5.60M
745,TGAA,Target Global Acquisition I Corp.,110.01M,-0.18%,200,-
746,CMCA,Capitalworks Emerging Markets Acquisition Corp,109.98M,-,150,-
747,CHAA,Catcha Investment Corp,109.39M,-,25,-
748,WHG,"Westwood Holdings Group, Inc.",108.75M,0.17%,6071,89.78M
749,AFBI,"Affinity Bancshares, Inc.",108.12M,-0.24%,964,30.20M
750,HGBL,Heritage Global Inc.,107.77M,0.86%,37527,59.09M
751,PORT,Southport Acquisition Corporation,107.42M,-0.28%,250,-
752,DPCS,DP Cap Acquisition Corp I,107.41M,-,74,-
753,MCAC,Monterey Capital Acquisition Corporation,106.34M,0.09%,10100,-
754,HCMA,HCM Acquisition Corp,106.06M,-1.64%,3195,-
755,GPAC,Global Partner Acquisition Corp II,105.96M,-,70,-
756,CSLM,CSLM Acquisition Corp,104.49M,0.18%,1003,-
757,EBMT,"Eagle Bancorp Montana, Inc.",104.22M,-,52,83.74M
758,THCP,Thunder Bridge Capital Partners IV Inc.,103.60M,-,136,-
759,MITA,Coliseum Acquisition Corp.,103.41M,-,9,-
760,TWOA,two,102.48M,-,8,-
761,BLUA,BlueRiver Acquisition Corp.,102.18M,-,469,-
762,FNVT,Finnovate Acquisition Corp.,101.85M,-,2,-
763,FNWD,Finward Bancorp,101.47M,-,9,68.25M
764,GECC,Great Elm Capital Corp.,101.14M,1.34%,3815,35.83M
765,SFBC,"Sound Financial Bancorp, Inc.",101.08M,-,4,41.05M
766,RVSB,"Riverview Bancorp, Inc.",100.70M,1.57%,3674,53.32M
767,FTII,FutureTech II Acquisition Corp.,100.64M,-,881,-
768,ATMV,AlphaVest Acquisition Corp,100.07M,-,21955,-
769,PROP,Prairie Operating Co.,100.05M,-1.35%,3412,-
770,TOP,TOP Financial Group Limited,99.57M,3.53%,73265,11.69M
771,CNGL,Canna-Global Acquisition Corp,99.36M,0.32%,3,-
772,PWUP,PowerUp Acquisition Corp.,99.35M,-,11,-
773,GAMC,Golden Arrow Merger Corp.,99.10M,-0.28%,3,-
774,SRL,Scully Royalty Ltd.,98.57M,0.75%,130,40.69M
775,TENK,TenX Keane Acquisition Ordinary Share,98.44M,-,3,-
776,BSBK,Bogota Financial Corp.,98.27M,3.17%,120,19.16M
777,MDBH,"MDB Capital Holdings, LLC Class A common",97.33M,-1.15%,1311,6.09M
778,PROV,"Provident Financial Holdings, Inc.",97.32M,-,6,40.35M
779,PMGM,Priveterra Acquisition Corp.,97.22M,-0.18%,2,-
780,BLAC,Bellevue Life Sciences Acquisition Corp.,96.35M,-,2,-
781,QDRO,Quadro Acquisition One Corp.,96.34M,-,5,-
782,BOWN,Bowen Acquisition Corp,95.70M,-,253,-
783,TBMC,Trailblazer Merger Corporation I,95.20M,-0.14%,6,-
784,OSI,Osiris Acquisition Corp.,94.82M,0.84%,480,-
785,HSPO,Horizon Space Acquisition I Corp.,93.74M,-0.09%,202,-
786,RBKB,"Rhinebeck Bancorp, Inc.",93.56M,-,40,42.48M
787,SBFG,"SB Financial Group, Inc.",92.70M,1.29%,2,56.68M
788,RWOD,Redwoods Acquisition Corp.,92.68M,3.03%,12,-
789,GODN,Golden Star Acquisition Corporation,92.36M,0.19%,56,-
790,PFX,PhenixFIN Corporation,91.96M,-,86,21.15M
791,DISA,Disruptive Acquisition Corporation I,91.68M,-1.66%,263,-
792,BLEU,bleuacacia ltd,91.54M,-0.28%,224,-
793,FCAP,"First Capital, Inc.",91.37M,-2.07%,25,41.66M
794,GLAC,Global Lights Acquisition Corp,91.28M,-0.10%,3,-
795,QETA,Quetta Acquisition Corporation,91.13M,-,15464,-
796,HMNF,"HMN Financial, Inc.",90.94M,-,19,39.84M
797,SRBK,"SR Bancorp, Inc.",89.75M,-,13,-
798,GLLI,Globalink Investment Inc.,89.33M,-,5,-
799,ARYD,ARYA Sciences Acquisition Corp IV,89.02M,-,3405,-
800,IROH,Iron Horse Acquisitions Corp.,88.81M,-,512,-
801,AACI,Armada Acquisition Corp. I,88.64M,-0.63%,307,-
802,DYCQ,DT Cloud Acquisition Corporation,88.35M,-,3,-
803,ONYX,Onyx Acquisition Co. I,88.04M,-,143,-
804,ACAB,Atlantic Coastal Acquisition Corp. II,87.55M,-1.29%,3759,-
805,USCT,Roth CH Acquisition Co,87.43M,-,12004,-
806,ALTU,Altitude Acquisition Corp.,86.96M,-0.10%,1,-
807,TMTC,TMT Acquisition Corp,86.94M,-,100,-
808,FLFV,Feutune Light Acquisition Corporation,86.89M,-0.37%,2,-
809,XFIN,ExcelFin Acquisition Corp.,86.35M,-0.09%,3,-
810,GLST,"Global Star Acquisition, Inc.",86.09M,1.12%,100,-
811,IVCP,Swiftmerge Acquisition Corp.,86.08M,-0.91%,169,-
812,DHCA,DHC Acquisition Corp.,85.50M,-18.90%,28946,-
813,BITE,Bite Acquisition Corp.,85.35M,0.28%,15106,-
814,ASCB,A SPAC II Acquisition Corporation,85.22M,-0.60%,252,-
815,IMAQ,International Media Acquisition Corp.,85.15M,-0.96%,343,-
816,BHAC,Focus Impact BH3 Acquisition Co.,84.49M,-,30,-
817,DMYY,"dMY Squared Technology Group, Inc.",84.20M,0.19%,219,-
818,DUET,DUET Acquisition Corp.,84.14M,-0.63%,475,-
819,EAC,Edify Acquisition Corp.,83.95M,-0.19%,31076,-
820,OPOF,Old Point Financial Corporation,83.16M,1.56%,528,60.88M
821,AITR,AI TRANSPORTATION ACQUISITION CORP,83.13M,-,2214,-
822,OCAX,OCA Acquisition Corp.,82.65M,-0.37%,502,-
823,EMCG,Embrace Change Acquisition Corp,82.62M,-,39,-
824,JVSA,JVSPAC Acquisition Corp.,82.00M,1.79%,418,-
825,BRLS,Borealis Foods Inc.,81.90M,0.69%,2270,33.39M
826,AEAE,AltEnergy Acquisition Corp.,81.67M,0.36%,600,-
827,BACA,Berenson Acquisition Corp. I,81.57M,-,1,-
828,PUCK,Goal Acquisitions Corp.,81.57M,-,58,-
829,BUJA,Bukit Jalil Global Acquisition 1 Ltd,81.11M,-0.38%,220,-
830,BAYA,Bayview Acquisition Corp,80.76M,-,502,-
831,LATG,Chenghe Acquisition I Co.,80.48M,-0.44%,2,-
832,WEL,Integrated Wellness Acquisition Corp,80.43M,-,4,-
833,OAKU,Oak Woods Acquisition Corporation,80.28M,-0.37%,1331,-
834,FOA,Finance Of America Companies Inc.,80.16M,1.84%,543,52.11M
835,LIBY,Liberty Resources Acquisition Corp.,79.76M,-,2215,-
836,GTAC,Global Technology Acquisition Corp. I,79.34M,-,4,-
837,CETU,Cetus Capital Acquisition Corp.,79.16M,0.19%,64001,-
838,RFAC,RF Acquisition Corp.,78.22M,-0.09%,266,-
839,IRAA,Iris Acquisition Corp,78.11M,-,3,-
840,TCOA,Zalatoris Acquisition Corp,77.95M,-0.28%,100,-
841,GBBK,Global Blockchain Acquisition Corp.,77.44M,-0.15%,1504,-
842,SWSS,Clean Energy Special Situations Corp,76.92M,-,95,-
843,CULL,"Cullman Bancorp, Inc.",76.90M,1.24%,1,17.00M
844,MGYR,"Magyar Bancorp, Inc.",76.52M,-,7,30.24M
845,TBNK,Territorial Bancorp Inc.,75.73M,-,197,49.65M
846,INAQ,Insight Acquisition Corp.,75.40M,0.28%,2,-
847,FEXD,Fintech Ecosystem Development Corp.,75.22M,-0.14%,176,-
848,SSBI,Summit State Bank,74.96M,-0.09%,2888,52.46M
849,ATMC,AlphaTime Acquisition Corp,74.92M,-,4,-
850,FRLA,Fortune Rise Acquisition Corporation,74.91M,-,2,-
851,GDST,Goldenstone Acquisition Limited,74.80M,-,50,-
852,TETE,Technology & Telecommunication Acquisition Corporation,74.57M,0.08%,202,-
853,TRON,Corner Growth Acquisition Corp. 2,74.52M,-,3,-
854,CBRG,Chain Bridge I,74.19M,-,1,-
855,BWAQ,Blue World Acquisition Corporation,73.88M,0.09%,7651,-
856,FORL,Four Leaf Acquisition Corporation,73.09M,-0.47%,2420,-
857,PBHC,"Pathfinder Bancorp, Inc.",72.58M,-1.89%,3522,42.12M
858,GMFI,Aetherium Acquisition Corp.,72.26M,-0.99%,892,-
859,SIEB,Siebert Financial Corp.,71.64M,3.85%,31471,65.55M
860,AUBN,"Auburn National Bancorporation, Inc.",71.55M,0.81%,244,33.28M
861,MSSA,Metal Sky Star Acquisition Corporation,71.25M,-0.36%,142,-
862,FHLT,Future Health ESG Corp.,71.06M,-,1790,-
863,UBCP,"United Bancorp, Inc.",70.61M,0.51%,231,30.25M
864,SEPA,SEP Acquisition Corp.,68.80M,-,466,-
865,DIST,Distoken Acquisition Corporation,68.48M,-0.47%,2483,-
866,NVAC,NorthView Acquisition Corporation,67.81M,-,1,-
867,MAQC,Maquia Capital Acquisition Corporation,67.72M,0.09%,1623,-
868,ROCL,Roth Ch Acquisition V Co.,67.27M,-0.55%,1700,-
869,IOR,"Income Opportunity Realty Investors, Inc.",67.11M,-,523,-
870,PTWO,"Pono Capital Two, Inc.",65.88M,-,1,-
871,GRYP,Gryphon Digital Mining Inc.,65.85M,17.65%,430263,2.17M
872,KYCH,Keyarch Acquisition Corporation,65.55M,-0.36%,2,-
873,CLOE,Clover Leaf Capital Corp.,64.89M,-3.88%,3495,-
874,LSBK,"Lake Shore Bancorp, Inc.",64.81M,-0.02%,608,28.43M
875,AFAR,Aura FAT Projects Acquisition Corp,64.18M,-,22,-
876,NBST,Newbury Street Acquisition Corporation,63.90M,-0.64%,3702,-
877,APAC,StoneBridge Acquisition Corporation,62.16M,-6.83%,853,-
878,TCBC,"TC Bancshares, Inc.",61.73M,-0.66%,3,15.55M
879,IGTA,Inception Growth Acquisition Limited,60.57M,-0.10%,237,-
880,LRFC,Logan Ridge Finance Corporation,60.54M,0.11%,109,20.30M
881,VBFC,Village Bank and Trust Financial Corp.,60.54M,-0.77%,23,25.69M
882,ACAC,Acri Capital Acquisition Corporation,60.34M,-,264,-
883,BNIX,Bannix Acquisition Corp.,59.83M,-,284754,-
884,HAIA,Healthcare AI Acquisition Corp.,59.35M,-,127,-
885,BHM,"Bluerock Homes Trust, Inc.",58.24M,1.33%,2251,40.31M
886,AAME,Atlantic American Corporation,57.74M,1.70%,4508,185.28M
887,FUSB,"First US Bancshares, Inc.",57.35M,-2.15%,343,39.99M
888,SDIG,"Stronghold Digital Mining, Inc.",57.07M,-0.21%,224902,74.97M
889,IROQ,"IF Bancorp, Inc.",56.03M,-0.16%,12,22.35M
890,CLST,"Catalyst Bancorp, Inc.",55.95M,-0.43%,24243,8.96M
891,CCTS,Cactus Acquisition Corp. 1 Limited,55.47M,-0.18%,1,-
892,PEPL,PepperLime Health Acquisition Corporation,55.15M,0.28%,1903,-
893,HHGC,HHG Capital Corporation,55.10M,-,7,-
894,MBTC,Nocturne Acquisition Corporation,54.51M,-,60,-
895,RACY,Relativity Acquisition Corp.,54.04M,-,46424,-
896,PLTN,Plutonian Acquisition Corp.,53.63M,0.23%,28,-
897,BAFN,BayFirst Financial Corp.,53.40M,-,11,71.19M
898,BRAC,Broad Capital Acquisition Corp.,52.83M,-0.36%,501,-
899,CLRC,ClimateRock,52.24M,-,203920,-
900,BYFC,Broadway Financial Corporation,52.05M,-,981,32.11M
901,HNNA,"Hennessy Advisors, Inc.",51.81M,0.15%,85,24.02M
902,BOTJ,"Bank of the James Financial Group, Inc.",51.34M,-,249,43.33M
903,BRBS,"Blue Ridge Bankshares, Inc.",51.07M,7.52%,48176,109.48M
904,NSTS,"NSTS Bancorp, Inc.",50.34M,-,121,7.10M
905,NICK,"Nicholas Financial, Inc.",50.15M,-,72,27.06M
906,SHFS,"SHF Holdings, Inc.",49.60M,-2.61%,12648,16.66M
907,BREZ,Breeze Holdings Acquisition Corp.,49.44M,0.52%,4845,-
908,AQU,Aquaron Acquisition Corp.,49.31M,-,28646,-
909,CFSB,"CFSB Bancorp, Inc.",49.21M,-,3576,8.41M
910,VSAC,Vision Sensing Acquisition Corp.,48.82M,-0.80%,23537,-
911,WTMA,Welsbach Technology Metals Acquisition Corp.,48.58M,-0.05%,1201,-
912,ESAC,ESGEN Acquisition Corporation,48.45M,7.58%,8574,-
913,ICMB,"Investcorp Credit Management BDC, Inc.",48.09M,-1.18%,15328,25.75M
914,ICCH,"ICC Holdings, Inc.",47.71M,1.70%,3018,81.12M
915,MARX,Mars Acquisition Corp.,47.69M,-0.09%,12,-
916,HUDA,Hudson Acquisition I Corp.,47.34M,-0.19%,130,-
917,AOGO,Arogo Capital Acquisition Corp.,47.02M,0.28%,100,-
918,WINV,WinVest Acquisition Corp.,46.25M,-0.09%,1,-
919,ASCA,A SPAC I Acquisition Corp.,45.98M,1.06%,470,-
920,ASRV,"AmeriServ Financial, Inc.",44.93M,-,886,53.41M
921,INTE,Integral Acquisition Corporation 1,44.11M,0.18%,368,-
922,MACA,Moringa Acquisition Corp,44.08M,-2.55%,102,-
923,MCAF,Mountain Crest Acquisition Corp. IV,43.72M,0.08%,52,-
924,TURN,180 Degree Capital Corp.,43.60M,-0.23%,108,-7.89M
925,YOTA,Yotta Acquisition Corporation,43.39M,4.66%,1,-
926,TCBS,"Texas Community Bancshares, Inc.",43.29M,1.05%,339,10.93M
927,KACL,Kairous Acquisition Corp. Limited,43.17M,0.51%,344,-
928,ENCP,Energem Corp.,43.02M,19.43%,252916,-
929,FSEA,First Seacoast Bancorp,42.85M,0.12%,101,13.62M
930,FGF,Fundamental Global Inc.,42.67M,-2.32%,692,24.80M
931,GROW,"U.S. Global Investors, Inc.",42.60M,0.23%,8260,12.89M
932,CPBI,"Central Plains Bancshares, Inc.",42.34M,-,85,-
933,BCOW,"1895 Bancorp of Wisconsin, Inc.",42.22M,-4.42%,19,13.76M
934,PBM,Psyence Biomedical Ltd.,42.09M,-11.14%,1607694,-
935,ACBA,Ace Global Business Acquisition Limited,41.86M,-,116,-
936,AIB,AIB Acquisition Corporation,41.72M,-1.20%,8,-
937,DHAC,Digital Health Acquisition Corp.,41.30M,0.17%,3423,-
938,ADRT,Ault Disruptive Technologies Corporation,41.15M,-0.07%,1101,-
939,OTEC,OceanTech Acquisitions I Corp.,41.10M,0.43%,14149,-
940,HFBL,"Home Federal Bancorp, Inc. of Louisiana",40.87M,-,13,22.41M
941,TGVC,TG Venture Acquisition Corp.,40.62M,-2.70%,8032,-
942,KINS,"Kingstone Companies, Inc.",40.19M,-0.94%,1254,144.68M
943,MGLD,"The Marygold Companies, Inc.",39.83M,12.87%,2342,33.87M
944,QOMO,Qomolangma Acquisition Corp.,38.94M,-,703,-
945,NOVV,Nova Vision Acquisition Corporation,38.49M,-0.43%,29,-
946,HYW,Hywin Holdings Ltd.,37.80M,11.85%,2933,288.92M
947,WAVS,Western Acquisition Ventures Corp.,37.63M,-,250,-
948,CERO,CERo Therapeutics Holdings Inc.,36.47M,-24.81%,670896,-
949,GREE,Greenidge Generation Holdings Inc.,36.29M,3.45%,137620,42.37M
950,PBBK,"PB Bankshares, Inc.",35.70M,1.68%,14,12.95M
951,RAND,Rand Capital Corporation,35.59M,-2.94%,723,7.34M
952,DECA,Denali Capital Acquisition Corp.,35.51M,0.37%,8324,-
953,AVHI,Achari Ventures Holdings Corp. I,34.90M,-,4,-
954,ADOC,Edoc Acquisition Corp.,34.43M,-10.52%,1757,-
955,MCAG,Mountain Crest Acquisition Corp. V,34.24M,0.09%,100,-
956,HUIZ,Huize Holding Limited,33.57M,4.07%,2853,1.22B
957,OPHC,"OptimumBank Holdings, Inc.",33.21M,0.22%,638,23.12M
958,KFFB,Kentucky First Federal Bancorp,31.30M,-3.20%,1130,7.54M
959,FUFU,BitFuFu Inc.,31.09M,4.33%,39871,250.64M
960,BTM,Bitcoin Depot Inc.,30.22M,2.92%,43123,1.19B
961,AGBA,AGBA Acquisition Limited,29.81M,-1.01%,80804,-
962,SWIN,Solowin Holdings Ordinary Share,29.56M,14.51%,52600,4.45M
963,ABTS,Abits Group Inc.,29.30M,5.71%,27089,131.28K
964,QTI,"QT Imaging Holdings, Inc.",28.79M,-,176185,708.24K
965,PPHP,PHP Ventures Acquisition Corp.,28.75M,-,1,-
966,MIGI,"Mawson Infrastructure Group, Inc.",28.13M,-2.37%,761427,46.41M
967,SWAG,Stran & Company Inc,26.19M,1.06%,4399,70.86M
968,BENF,Beneficient,25.55M,-5.84%,2018517,-160.64M
969,CWD,CaliberCos Inc.,25.32M,1.71%,117,88.46M
970,BTCS,BTCS Inc.,24.32M,-1.29%,41035,1.28M
971,GBNY,"Generations Bancorp NY, Inc.",23.48M,-2.22%,725,11.09M
972,SAI,SAI.TECH Global Corporation,22.89M,6.77%,43907,8.29M
973,TCJH,Top KingWin Ltd,22.72M,-1.30%,6610,3.12M
974,RMCO,Royalty Management Holding Corporation,20.70M,-4.14%,181363,239.05K
975,EQS,"Equus Total Return, Inc.",20.02M,0.59%,939,60.00K
976,GRDI,GRIID Infrastructure Inc.,19.29M,1.10%,13690,27.21M
977,PT,Pintec Technology Holdings Limited,18.66M,0.43%,36260,9.65M
978,GLBZ,Glen Burnie Bancorp,18.45M,0.63%,1552,13.84M
979,NISN,"Nisun International Enterprise Development Group Co., Ltd",17.88M,-0.23%,35192,243.07M
980,SVMH,SRIVARU Holding Limited,17.30M,-3.56%,3637259,112.41K
981,LBBB,Lakeshore Acquisition II Corp.,17.01M,-5.20%,100,-
982,MCVT,"Mill City Ventures III, Ltd.",15.96M,-,318,2.51M
983,PNBK,"Patriot National Bancorp, Inc.",15.82M,-,20,26.35M
984,COHN,Cohen & Company Inc.,15.03M,-0.58%,2873,82.98M
985,MEGL,Magic Empire Global Limited,15.03M,-1.62%,26656,1.20M
986,CNFR,"Conifer Holdings, Inc.",13.20M,-,105,106.12M
987,PWM,Prestige Wealth Inc.,12.54M,-1.46%,40513,348.53K
988,AAMC,Altisource Asset Management Corporation,10.75M,-0.26%,28,5.63M
989,PAPL,Pineapple Financial Inc.,10.27M,3.62%,2395,2.18M
990,HNRA,HNR Acquisition Corp,10.16M,2.10%,36,-
991,AIHS,Senmiao Technology Limited,9.81M,1.66%,3115,7.30M
992,CURO,CURO Group Holdings Corp.,8.51M,1.89%,41119,517.39M
993,CARV,"Carver Bancorp, Inc.",8.48M,1.76%,939,27.57M
994,AINC,Ashford Inc.,8.06M,-1.59%,1545,737.46M
995,ATIF,ATIF Holdings Limited,7.85M,18.28%,2424,2.28M
996,SNTG,Sentage Holdings Inc.,6.90M,-0.41%,5947,-16.04K
997,LMFA,"LM Funding America, Inc.",6.36M,27.02%,3249835,10.05M
998,OXBR,Oxbridge Re Holdings Limited,5.20M,7.80%,10033,-4.10M
999,LGHL,Lion Group Holding Ltd.,3.47M,-1.17%,34988,15.18M
1000,NCPL,Netcapital Inc.,2.12M,-4.70%,120338,8.94M
1001,RELI,"Reliance Global Group, Inc.",1.91M,-0.05%,52593,14.57M
1002,TIRX,Tian Ruixiang Holdings Ltd,1.77M,1.78%,7604,1.13M
1003,DXF,Dunxin Financial Holdings Limited,1.32M,-0.27%,13443,-2.77M
1004,AIMAU,Aimfinity Investment Corp. I,20.54K,-,1900,-
