,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
744,VHAI,Vocodia Holdings Corp,8.47M,-7.27%,211490,156.61K
745,EZFL,EZFill Holdings Inc.,8.31M,-3.21%,3902,22.38M
746,VISL,"Vislink Technologies, Inc.",8.30M,-2.64%,1899,26.79M
747,JNVR,Janover Inc.,8.00M,5.47%,640,2.11M
748,BCAN,BYND Cannasoft Enterprises Inc.,7.91M,-8.12%,164910,1.11M
749,UAVS,"AgEagle Aerial Systems, Inc.",7.91M,2.70%,48444,15.29M
750,SCKT,"Socket Mobile, Inc.",7.69M,1.90%,1078,17.81M
751,QH,Quhuo Limited,7.52M,-1.61%,2683,510.07M
752,INTZ,Intrusion Inc.,7.29M,-0.50%,103199,5.69M
753,NXTP,"NextPlay Technologies, Inc.",7.04M,5.08%,2265,2.91M
754,MOB,Mobilicom Ltd,7.01M,3.79%,9617,1.32M
755,OST,"Ostin Technology Group Co., Ltd.",6.86M,2.02%,1221,57.53M
756,MICS,"The Singing Machine Company, Inc.",6.74M,-4.76%,1543,29.05M
757,AWIN,AERWINS Technologies Inc.,6.61M,1.10%,112361,3.18M
758,MITQ,"Moving iMage Technologies, Inc.",6.59M,-,31,19.41M
759,GVP,"GSE Systems, Inc.",6.49M,2.72%,1943,45.64M
760,SOPA,Society Pass Incorporated,6.01M,-3.53%,48285,9.14M
761,IMTE,Integrated Media Technology Limited,5.56M,1.55%,706,573.11K
762,MRIN,Marin Software Incorporated,5.50M,3.75%,16995,17.73M
763,OMQS,OMNIQ Corp.,5.43M,-2.69%,78572,90.75M
764,VVPR,VivoPower International PLC,5.23M,-3.81%,2540,15.06M
765,VS,Versus Systems Inc.,5.18M,1.96%,3459,454.56K
766,AMST,Amesite Inc.,5.16M,2.50%,7480,432.36K
767,WAVD,"WaveDancer, Inc.",4.67M,14.58%,173381,8.55M
768,TGL,Treasure Global Inc.,4.37M,4.05%,118601,53.59M
769,CETX,"Cemtrex, Inc.",4.22M,-1.50%,22554,64.28M
770,CAMP,CalAmp Corp.,4.14M,3.86%,7307,264.74M
771,FRGT,"Freight Technologies, Inc.",4.03M,-0.79%,190425,19.68M
772,SASI,"Sigma Labs, Inc.",3.52M,2.84%,15872,522.87K
773,PEGY,Pineapple Energy Inc.,3.39M,4.22%,822872,73.79M
774,ASNS,"Actelis Networks, Inc.",3.32M,0.90%,4929,7.12M
775,DATS,"DatChat, Inc.",3.28M,4.55%,8082,4.42K
776,VERB,"Verb Technology Company, Inc.",3.27M,0.98%,30869,4.41M
777,WTO,UTime Limited,2.88M,-6.12%,13289,21.55M
778,OBLG,"Oblong, Inc.",2.69M,-0.81%,92919,4.29M
779,PRSO,Peraso Inc.,2.64M,12.29%,236678,15.80M
780,AUUD,Auddia Inc.,2.51M,1.29%,3835032,-
781,TAOP,Taoping Inc.,2.43M,2.44%,10379,27.77M
782,XTKG,X3 Holdings Co Ltd.,1.93M,4.60%,397838,10.05M
783,SYTA,Siyata Mobile Inc.,1.86M,-1.20%,2173,8.47M
784,MYSZ,"My Size, Inc.",1.81M,-1.87%,1111,6.69M
785,WISA,"WiSA Technologies, Inc.",1.78M,-0.33%,13027377,2.58M
786,ASTI,"Ascent Solar Technologies, Inc.",1.38M,-3.42%,402538,458.26K
